Target_genes	Gli3|Average	ERX2693515|Embryonic_brains	ERX2693516|Embryonic_brains	SRX386266|Embryonic_limb	STRING
Duxbl2	92.000000	0	276	0	0
Duxbl1	92.000000	0	276	0	0
Dcdc2a	92.000000	0	276	0	0
Dag1	92.000000	0	276	0	0
D230025D16Rik	92.000000	0	276	0	0
Csnk2a2	92.000000	0	276	0	0
Coq8a	92.000000	0	276	0	0
Coq10b	92.000000	0	276	0	0
Cnot1	92.000000	78	198	0	0
Chrm3	92.000000	0	276	0	0
Ch25h	92.000000	0	276	0	0
Cfdp1	92.000000	0	276	0	0
Cdx4	92.000000	0	276	0	0
Casr	92.000000	0	276	0	0
Capns2	92.000000	0	276	0	0
C4a	92.000000	0	276	0	0
C2cd2	92.000000	0	276	0	0
Bend6	92.000000	0	276	0	0
Bcl10	92.000000	0	276	0	0
Atp6ap2	92.000000	0	276	0	0
Ascl1	92.000000	78	198	0	0
Arsg	92.000000	0	276	0	0
Arhgef4	92.000000	0	276	0	0
Ap3d1	92.000000	0	276	0	0
Ahrr	92.000000	0	276	0	0
Zfp28	91.666667	0	275	0	0
Vdac1	91.666667	0	275	0	0
Trappc3	91.666667	0	275	0	0
Tbx18	91.666667	0	275	0	0
Rin3	91.666667	0	275	0	0
Pdxk	91.666667	0	275	0	0
Irs3	91.666667	71	204	0	0
Hoxc10	91.666667	0	275	0	0
Elovl1	91.666667	0	275	0	0
Unc45b	91.333333	0	274	0	0
Ube2v1	91.333333	0	274	0	0
Ubac2	91.333333	0	274	0	0
Tent4b	91.333333	0	274	0	0
Rusc1	91.333333	0	274	0	0
Ror1	91.333333	104	170	0	0
Rims4	91.333333	0	274	0	0
Parvg	91.333333	0	274	0	0
Opcml	91.333333	95	179	0	0
Nav2	91.333333	86	188	0	0
Marchf10	91.333333	104	170	0	0
Map1s	91.333333	0	274	0	0
Iqcf6	91.333333	0	274	0	0
Ica1	91.333333	0	274	0	0
H2bc4	91.333333	122	152	0	0
H2ac6	91.333333	122	152	0	0
Gm14440	91.333333	86	188	0	0
Epop	91.333333	83	191	0	0
Ctnnbip1	91.333333	0	274	0	0
Chrdl1	91.333333	104	170	0	0
Bud13	91.333333	89	185	0	0
Atp1b1	91.333333	0	274	0	0
Wdr47	91.000000	0	273	0	0
Trmt1	91.000000	0	273	0	0
Tm6sf1	91.000000	0	273	0	0
Spata2	91.000000	0	273	0	0
Rhov	91.000000	0	273	0	0
Pmp22	91.000000	0	273	0	0
Eva1b	91.000000	72	201	0	0
Crmp1	91.000000	111	162	0	0
Acsl4	91.000000	95	178	0	0
Zswim9	90.666667	0	272	0	0
Rbm46	90.666667	0	272	0	0
Pde10a	90.666667	0	272	0	0
Gpr176	90.666667	62	210	0	0
Gng13	90.666667	0	272	0	0
Galnt14	90.666667	62	210	0	0
Aph1a	90.666667	0	272	0	0
Mcam	90.333333	95	176	0	0
Hdac10	90.333333	0	271	0	0
Fignl2	90.333333	0	271	0	0
Aqp3	90.333333	0	271	0	0
Afg3l2	90.333333	0	271	0	0
Urod	90.000000	0	270	0	0
Tmem117	90.000000	0	270	0	0
Sbno1	90.000000	0	270	0	0
Rnf19b	90.000000	0	270	0	0
Npas4	90.000000	0	270	0	0
Hspb8	90.000000	0	270	0	0
Cyyr1	90.000000	0	270	0	0
Cybrd1	90.000000	0	270	0	0
Chga	90.000000	0	270	0	0
St8sia2	89.666667	0	269	0	0
Scand1	89.666667	84	185	0	0
Samd8	89.666667	0	269	0	0
Rassf1	89.666667	98	171	0	0
Cnbd2	89.666667	84	185	0	0
Tigd5	89.333333	0	268	0	0
Surf2	89.333333	0	268	0	0
Surf1	89.333333	0	268	0	0
Samd11	89.333333	70	198	0	0
Fmnl1	89.333333	89	179	0	0
Camkv	89.333333	66	202	0	0
Apoa4	89.333333	0	268	0	0
Sync	89.000000	0	267	0	0
Pdik1l	89.000000	0	267	0	0
Nrg3	89.000000	0	267	0	0
Ly6h	89.000000	0	267	0	0
Gskip	89.000000	0	267	0	0
Gjc2	89.000000	0	267	0	0
Ecel1	89.000000	96	171	0	0
Atg2b	89.000000	0	267	0	0
9930012K11Rik	89.000000	0	267	0	0
Zmynd11	88.666667	0	266	0	0
Zfp800	88.666667	0	266	0	0
Zfp655	88.666667	0	266	0	0
Zfp398	88.666667	0	266	0	0
Zfp385b	88.666667	0	266	0	0
Zfp267	88.666667	0	266	0	0
Yes1	88.666667	0	266	0	0
Wdfy2	88.666667	0	266	0	0
Vapa	88.666667	0	266	0	0
Upp1	88.666667	0	266	0	0
Ttll7	88.666667	0	266	0	0
Ttll5	88.666667	0	266	0	0
Trpm1	88.666667	0	266	0	0
Tnip2	88.666667	0	266	0	0
Tmod1	88.666667	0	266	0	0
Tmem63c	88.666667	0	266	0	0
Tmem200a	88.666667	0	266	0	0
Timp3	88.666667	0	266	0	0
Tdrd7	88.666667	0	266	0	0
Taf3	88.666667	0	266	0	0
Taf11	88.666667	0	266	0	0
Syt10	88.666667	0	266	0	0
Surf6	88.666667	0	266	0	0
Stk33	88.666667	0	266	0	0
Sptlc1	88.666667	0	266	0	0
Snx16	88.666667	0	266	0	0
Slc43a3	88.666667	0	266	0	0
Slc35d2	88.666667	0	266	0	0
Slc22a13	88.666667	0	266	0	0
Slain1	88.666667	0	266	0	0
Sh2d4a	88.666667	0	266	0	0
Serinc4	88.666667	0	266	0	0
Sepsecs	88.666667	0	266	0	0
Sephs2	88.666667	0	266	0	0
Rsph9	88.666667	0	266	0	0
Rp1l1	88.666667	0	266	0	0
Rbm15	88.666667	0	266	0	0
Rab9b	88.666667	0	266	0	0
Rab5a	88.666667	0	266	0	0
Pus10	88.666667	0	266	0	0
Psma2	88.666667	0	266	0	0
Pou5f2	88.666667	0	266	0	0
Plagl1	88.666667	0	266	0	0
Pik3cd	88.666667	0	266	0	0
Pex13	88.666667	0	266	0	0
Pdpr	88.666667	0	266	0	0
Papolg	88.666667	0	266	0	0
Panx2	88.666667	0	266	0	0
Nxph2	88.666667	0	266	0	0
Nxph1	88.666667	0	266	0	0
Nudcd2	88.666667	0	266	0	0
Nt5c1a	88.666667	0	266	0	0
Nkd2	88.666667	0	266	0	0
Ndufb5	88.666667	0	266	0	0
Ndufaf6	88.666667	78	188	0	0
Nap1l3	88.666667	0	266	0	0
Mrpl47	88.666667	0	266	0	0
Mrpl32	88.666667	0	266	0	0
Mettl7a1	88.666667	0	266	0	0
Map3k2	88.666667	0	266	0	0
Ly6l	88.666667	0	266	0	0
Lrrc20	88.666667	0	266	0	0
Lhfpl3	88.666667	0	266	0	0
Kpna2	88.666667	0	266	0	0
Kctd16	88.666667	0	266	0	0
Kcnh8	88.666667	0	266	0	0
Jazf1	88.666667	0	266	0	0
Il2rb	88.666667	0	266	0	0
Il10ra	88.666667	0	266	0	0
Ifnlr1	88.666667	0	266	0	0
Hmmr	88.666667	0	266	0	0
Hhip	88.666667	0	266	0	0
Harbi1	88.666667	0	266	0	0
Guk1	88.666667	0	266	0	0
Gucy1b1	88.666667	0	266	0	0
Gna13	88.666667	0	266	0	0
Gm11780	88.666667	0	266	0	0
Glt1d1	88.666667	0	266	0	0
Ggnbp2	88.666667	0	266	0	0
Gde1	88.666667	78	188	0	0
Fry	88.666667	0	266	0	0
Foxk1	88.666667	0	266	0	0
Fam32a	88.666667	0	266	0	0
Fam199x	88.666667	0	266	0	0
Fam184b	88.666667	0	266	0	0
Fam102b	88.666667	0	266	0	0
Ergic1	88.666667	0	266	0	0
Erg28	88.666667	0	266	0	0
Dpy19l3	88.666667	0	266	0	0
Dnajc9	88.666667	0	266	0	0
Dnajc6	88.666667	0	266	0	0
Dmrta1	88.666667	0	266	0	0
Ddx42	88.666667	0	266	0	0
Dapk2	88.666667	0	266	0	0
Cyp2d10	88.666667	0	266	0	0
Cxcr4	88.666667	0	266	0	0
Cst3	88.666667	0	266	0	0
Csf3r	88.666667	0	266	0	0
Cpm	88.666667	0	266	0	0
Cnmd	88.666667	0	266	0	0
Cmtr1	88.666667	0	266	0	0
Cgnl1	88.666667	0	266	0	0
Cerkl	88.666667	0	266	0	0
Cdc25a	88.666667	0	266	0	0
Ccdc47	88.666667	0	266	0	0
Ccdc160	88.666667	0	266	0	0
Cables1	88.666667	0	266	0	0
Brap	88.666667	0	266	0	0
Bhmt	88.666667	0	266	0	0
Bcl2l1	88.666667	0	266	0	0
Bag2	88.666667	0	266	0	0
Atg13	88.666667	0	266	0	0
Apol6	88.666667	0	266	0	0
Apoa1	88.666667	0	266	0	0
Anks1	88.666667	0	266	0	0
Ankrd42	88.666667	0	266	0	0
Aff3	88.666667	0	266	0	0
Adcyap1r1	88.666667	78	188	0	0
Acad10	88.666667	0	266	0	0
Zfp395	88.333333	104	161	0	0
Tcte2	88.333333	0	265	0	0
Sarm1	88.333333	91	174	0	0
Olfml2a	88.333333	104	161	0	0
Mgat4d	88.333333	0	265	0	0
Meiob	88.333333	95	170	0	0
Hspa1l	88.333333	0	265	0	0
Hspa1a	88.333333	0	265	0	0
Gpr157	88.333333	0	265	0	0
Eomes	88.333333	0	265	0	0
Dip2c	88.333333	0	265	0	0
Col5a1	88.333333	0	265	0	0
Atg16l1	88.333333	104	161	0	0
Arhgef15	88.333333	0	265	0	0
Afdn	88.333333	0	265	0	0
Tmem129	88.000000	0	264	0	0
Tacc3	88.000000	0	264	0	0
Sharpin	88.000000	0	264	0	0
Nptxr	88.000000	0	264	0	0
Neurl1b	88.000000	0	264	0	0
Maf1	88.000000	0	264	0	0
Itgb5	88.000000	104	160	0	0
Htr7	88.000000	0	264	0	0
Eln	88.000000	0	264	0	0
Batf3	88.000000	0	264	0	0
B4galnt3	88.000000	0	264	0	0
Sorbs3	87.666667	0	263	0	0
Rtl8b	87.666667	0	263	0	0
Rnf26	87.666667	0	263	0	0
Rad51ap1	87.666667	0	263	0	0
Pxylp1	87.666667	0	263	0	0
Prob1	87.666667	65	198	0	0
Kctd13	87.666667	0	263	0	0
D6Wsu163e	87.666667	0	263	0	0
Adam30	87.666667	0	263	0	0
Vps33a	87.333333	0	262	0	0
Ubxn1	87.333333	0	262	0	0
Tubb4a	87.333333	0	262	0	0
Sun1	87.333333	0	262	0	0
Socs7	87.333333	0	262	0	0
Slc25a22	87.333333	0	262	0	0
P2ry1	87.333333	0	262	0	0
Map2k4	87.333333	0	262	0	0
Cacna1c	87.333333	70	192	0	0
Vwc2	87.000000	0	261	0	0
Tapbpl	87.000000	0	261	0	0
Hs6st3	87.000000	0	261	0	0
Hcrtr1	87.000000	0	261	0	0
Glt28d2	87.000000	54	207	0	0
Gipr	87.000000	0	261	0	0
Crim1	87.000000	78	183	0	0
B4gat1	87.000000	0	261	0	0
Atp6v0c	87.000000	0	261	0	0
Ankrd34a	87.000000	0	261	0	0
Adcy9	87.000000	0	261	0	0
Tssk5	86.666667	0	260	0	0
Tmub1	86.666667	0	260	0	0
Taf7l	86.666667	0	260	0	0
Sypl2	86.666667	0	260	0	0
Stmn3	86.666667	0	260	0	0
Stk39	86.666667	0	260	0	0
Scfd2	86.666667	0	260	0	0
Pus1	86.666667	0	260	0	0
Plekha2	86.666667	0	260	0	0
Mab21l2	86.666667	0	260	0	0
Klk5	86.666667	0	260	0	0
Kcnb1	86.666667	0	260	0	0
Il11ra1	86.666667	0	260	0	0
Get1	86.666667	0	260	0	0
Eif4ebp1	86.666667	0	260	0	0
Dcaf7	86.666667	0	260	0	0
Ctr9	86.666667	62	198	0	0
Bax	86.666667	0	260	0	0
Adra1d	86.666667	0	260	0	0
Tspan4	86.333333	0	259	0	0
Tmem150a	86.333333	67	192	0	0
Syde2	86.333333	0	259	0	0
Sdf4	86.333333	0	259	0	0
Gpt2	86.333333	0	259	0	0
Ehd1	86.333333	0	259	0	0
B3galt6	86.333333	0	259	0	0
Aqp5	86.333333	0	259	0	0
Unc93b1	86.000000	0	258	0	0
Ube2n	86.000000	0	258	0	0
Spred3	86.000000	0	258	0	0
Ppp1r35	86.000000	0	258	0	0
Phox2a	86.000000	0	258	0	0
Pcdhga3	86.000000	0	258	0	0
Nckap5l	86.000000	0	258	0	0
Matn2	86.000000	0	258	0	0
Klk11	86.000000	0	258	0	0
Emilin2	86.000000	0	258	0	0
Dnmt3b	86.000000	0	258	0	0
Dlgap3	86.000000	0	258	0	0
Cyp27a1	86.000000	0	258	0	0
Sgpp2	85.666667	0	257	0	0
Scn1b	85.666667	94	163	0	0
Pacsin3	85.666667	0	257	0	0
Nrip3	85.666667	0	257	0	0
Fbxo43	85.666667	78	179	0	0
Dnajb8	85.666667	0	257	0	0
Crhbp	85.666667	113	144	0	0
1700007K13Rik	85.666667	0	257	0	0
Zfp281	85.333333	0	256	0	0
Ythdf2	85.333333	0	256	0	0
Wdr20rt	85.333333	0	256	0	0
Wdhd1	85.333333	0	256	0	0
Vat1	85.333333	0	256	0	0
Uqcrc2	85.333333	0	256	0	0
Uimc1	85.333333	0	256	0	0
Txnl1	85.333333	0	256	0	0
Ttpa	85.333333	0	256	0	0
Trmt44	85.333333	0	256	0	0
Triap1	85.333333	0	256	0	0
Tomm5	85.333333	0	256	0	0
Tmem26	85.333333	0	256	0	0
Tmem246	85.333333	0	256	0	0
Tmem233	85.333333	0	256	0	0
Tmem204	85.333333	0	256	0	0
Tmem203	85.333333	0	256	0	0
Tll1	85.333333	0	256	0	0
Tlcd5	85.333333	0	256	0	0
Synj1	85.333333	0	256	0	0
Srl	85.333333	0	256	0	0
Spcs3	85.333333	0	256	0	0
Socs4	85.333333	0	256	0	0
Sobp	85.333333	0	256	0	0
Slc8a3	85.333333	0	256	0	0
Slc35e2	85.333333	0	256	0	0
Slc1a6	85.333333	0	256	0	0
Slc13a4	85.333333	0	256	0	0
Slc11a2	85.333333	0	256	0	0
Shisa7	85.333333	0	256	0	0
Sgtb	85.333333	0	256	0	0
Sec61b	85.333333	0	256	0	0
Samd4b	85.333333	0	256	0	0
S100a14	85.333333	0	256	0	0
Runx1t1	85.333333	0	256	0	0
Rsl24d1	85.333333	0	256	0	0
Rpl6	85.333333	0	256	0	0
Rhoj	85.333333	0	256	0	0
Rgs6	85.333333	0	256	0	0
Rassf3	85.333333	0	256	0	0
Rasd1	85.333333	0	256	0	0
Rab3b	85.333333	0	256	0	0
Prelid2	85.333333	0	256	0	0
Ppp2r2d	85.333333	0	256	0	0
Pnpla6	85.333333	0	256	0	0
Plppr5	85.333333	0	256	0	0
Pllp	85.333333	0	256	0	0
Pigg	85.333333	0	256	0	0
Phc3	85.333333	86	170	0	0
Pgm1	85.333333	0	256	0	0
Pdzk1ip1	85.333333	0	256	0	0
Pamr1	85.333333	0	256	0	0
Nup35	85.333333	0	256	0	0
Nos1ap	85.333333	0	256	0	0
Nln	85.333333	0	256	0	0
Ndor1	85.333333	0	256	0	0
Ndel1	85.333333	0	256	0	0
Nckap5	85.333333	0	256	0	0
Nars	85.333333	0	256	0	0
Mycbp	85.333333	0	256	0	0
Mtnr1a	85.333333	0	256	0	0
Mtm1	85.333333	0	256	0	0
Mrpl40	85.333333	0	256	0	0
Mpv17l	85.333333	0	256	0	0
Mfsd14a	85.333333	0	256	0	0
Megf9	85.333333	0	256	0	0
Mecr	85.333333	0	256	0	0
Mccc2	85.333333	0	256	0	0
Mapk1ip1	85.333333	0	256	0	0
Mapk1	85.333333	0	256	0	0
Ltbp1	85.333333	0	256	0	0
Lss	85.333333	0	256	0	0
Itsn2	85.333333	0	256	0	0
Hira	85.333333	0	256	0	0
Gprin1	85.333333	0	256	0	0
Gpr139	85.333333	0	256	0	0
Gm364	85.333333	0	256	0	0
Ggt7	85.333333	0	256	0	0
Gatc	85.333333	0	256	0	0
G3bp2	85.333333	0	256	0	0
Fzd1	85.333333	0	256	0	0
Frmpd1	85.333333	0	256	0	0
Fn3k	85.333333	0	256	0	0
Fgl2	85.333333	0	256	0	0
Fam83d	85.333333	0	256	0	0
Fads3	85.333333	0	256	0	0
F7	85.333333	0	256	0	0
Eya3	85.333333	0	256	0	0
Eri3	85.333333	0	256	0	0
Ephx2	85.333333	0	256	0	0
Enc1	85.333333	0	256	0	0
Efhd1	85.333333	0	256	0	0
Dlx6	85.333333	0	256	0	0
Dera	85.333333	0	256	0	0
Defa39	85.333333	0	256	0	0
Dclk3	85.333333	0	256	0	0
Csgalnact1	85.333333	0	256	0	0
Cpt2	85.333333	0	256	0	0
Colgalt2	85.333333	0	256	0	0
Col1a2	85.333333	0	256	0	0
Cobl	85.333333	0	256	0	0
Chmp7	85.333333	0	256	0	0
Celf3	85.333333	0	256	0	0
Cdk8	85.333333	0	256	0	0
Cdk10	85.333333	0	256	0	0
Ccnb2	85.333333	0	256	0	0
Catsperg2	85.333333	0	256	0	0
Cacna1d	85.333333	0	256	0	0
Birc3	85.333333	0	256	0	0
Bcl2l2	85.333333	0	256	0	0
Bbs5	85.333333	0	256	0	0
Baiap2l1	85.333333	81	175	0	0
B230219D22Rik	85.333333	0	256	0	0
Atr	85.333333	0	256	0	0
Atcay	85.333333	0	256	0	0
Arpp21	85.333333	0	256	0	0
Arhgdib	85.333333	0	256	0	0
Arfgef3	85.333333	0	256	0	0
Arfgap1	85.333333	0	256	0	0
Anxa4	85.333333	0	256	0	0
Anxa11	85.333333	0	256	0	0
Alg2	85.333333	0	256	0	0
Abraxas2	85.333333	0	256	0	0
2410137M14Rik	85.333333	0	256	0	0
2010300C02Rik	85.333333	0	256	0	0
1700065D16Rik	85.333333	0	256	0	0
Tasor2	85.000000	0	255	0	0
Stx12	85.000000	0	255	0	0
Pde8a	85.000000	0	255	0	0
P2ry2	85.000000	0	255	0	0
Nr1h3	85.000000	0	255	0	0
Hspb6	85.000000	0	255	0	0
Dym	85.000000	0	255	0	0
Dph2	85.000000	0	255	0	0
Cpne5	85.000000	0	255	0	0
Chrna4	85.000000	0	255	0	0
Atp13a1	85.000000	0	255	0	0
Api5	85.000000	0	255	0	0
Unc50	84.666667	0	254	0	0
Trib1	84.666667	0	254	0	0
Sohlh1	84.666667	0	254	0	0
Scnn1g	84.666667	0	254	0	0
Ppp1r3g	84.666667	0	254	0	0
Papln	84.666667	0	254	0	0
Nbeal2	84.666667	0	254	0	0
Mapk12	84.666667	0	254	0	0
Hoxc9	84.666667	0	254	0	0
Dus2	84.666667	0	254	0	0
Ddx28	84.666667	0	254	0	0
Ctsh	84.666667	0	254	0	0
Col27a1	84.666667	81	173	0	0
Coa5	84.666667	0	254	0	0
Card10	84.666667	73	181	0	0
Asb1	84.666667	0	254	0	0
Slc38a3	84.333333	0	253	0	0
Nfe2l3	84.333333	0	253	0	0
Klc1	84.333333	0	253	0	0
Kat5	84.333333	0	253	0	0
Fbrsl1	84.333333	0	253	0	0
Dlk1	84.333333	0	253	0	0
Ccr1l1	84.333333	0	253	0	0
Afmid	84.333333	0	253	0	0
AB124611	84.333333	95	158	0	0
Zfp612	84.000000	0	252	0	0
Wnt5b	84.000000	62	190	0	0
Wnt3	84.000000	0	252	0	0
Tpm4	84.000000	0	252	0	0
Prr30	84.000000	0	252	0	0
Mical2	84.000000	0	252	0	0
Lrp5	84.000000	0	252	0	0
Fam214a	84.000000	0	252	0	0
Fam131c	84.000000	0	252	0	0
Dmrt1	84.000000	0	252	0	0
Dhrs3	84.000000	0	252	0	0
Cd276	84.000000	0	252	0	0
Camk2b	84.000000	81	171	0	0
Bik	84.000000	0	252	0	0
Axin1	84.000000	0	252	0	0
Zap70	83.666667	0	251	0	0
Tmc4	83.666667	0	251	0	0
Ntng1	83.666667	0	251	0	0
Nrp2	83.666667	79	172	0	0
Fbn1	83.666667	62	189	0	0
Clec18a	83.666667	0	251	0	0
Adra2b	83.666667	70	181	0	0
Snx22	83.333333	0	250	0	0
Slmap	83.333333	0	250	0	0
Slc22a15	83.333333	62	188	0	0
Prkcb	83.333333	0	250	0	0
Plin5	83.333333	0	250	0	0
Pih1h3b	83.333333	70	180	0	0
Nup62cl	83.333333	70	180	0	0
Nog	83.333333	0	250	0	0
Mrc2	83.333333	0	250	0	0
Matk	83.333333	0	250	0	0
Guca1b	83.333333	0	250	0	0
Fam110a	83.333333	0	250	0	0
Cpne8	83.333333	0	250	0	0
Cdh13	83.333333	0	250	0	0
Cbx7	83.333333	0	250	0	0
Atad3a	83.333333	0	250	0	0
Theg	83.000000	0	249	0	0
Sumo1	83.000000	0	249	0	0
Slc7a4	83.000000	0	249	0	0
Shisa6	83.000000	86	163	0	0
Plpbp	83.000000	70	179	0	0
Igdcc4	83.000000	86	163	0	0
Hoxa11	83.000000	0	249	0	0
Faah	83.000000	0	249	0	0
Comp	83.000000	0	249	0	0
Adamts4	83.000000	0	249	0	0
Vangl1	82.666667	0	248	0	0
Ube2o	82.666667	0	248	0	0
Stk24	82.666667	78	170	0	0
Snapc4	82.666667	65	183	0	0
Smu1	82.666667	0	248	0	0
Sec16a	82.666667	0	248	0	0
Rab11fip1	82.666667	0	248	0	0
Ophn1	82.666667	113	135	0	0
Nkx1-2	82.666667	0	248	0	0
Mrtfa	82.666667	0	248	0	0
Mpg	82.666667	0	248	0	0
Mib1	82.666667	0	248	0	0
Larp6	82.666667	0	248	0	0
Dlx3	82.666667	0	248	0	0
Clstn1	82.666667	0	248	0	0
Actr5	82.666667	78	170	0	0
Acot7	82.666667	0	248	0	0
Zfp280c	82.333333	86	161	0	0
Vstm2b	82.333333	0	247	0	0
Utf1	82.333333	0	247	0	0
Tuba4a	82.333333	0	247	0	0
Sgsm2	82.333333	0	247	0	0
Scube1	82.333333	0	247	0	0
Ppp2r5b	82.333333	0	247	0	0
Pip4k2b	82.333333	0	247	0	0
Npcd	82.333333	0	247	0	0
Mmp9	82.333333	0	247	0	0
Lkaaear1	82.333333	0	247	0	0
Kpna6	82.333333	0	247	0	0
Fam43a	82.333333	0	247	0	0
Dgat1	82.333333	0	247	0	0
Csnk2b	82.333333	69	178	0	0
Cbx6	82.333333	0	247	0	0
Alox5ap	82.333333	0	247	0	0
Znhit3	82.000000	0	246	0	0
Zfp111	82.000000	0	246	0	0
Xxylt1	82.000000	0	246	0	0
Xrcc6	82.000000	0	246	0	0
Xpo7	82.000000	0	246	0	0
Wipi2	82.000000	0	246	0	0
Wipf3	82.000000	0	246	0	0
Wif1	82.000000	0	246	0	0
Wdr3	82.000000	0	246	0	0
Vps8	82.000000	0	246	0	0
Vps39	82.000000	0	246	0	0
Vim	82.000000	0	246	0	0
Vgll3	82.000000	0	246	0	0
Utp11	82.000000	0	246	0	0
Uroc1	82.000000	0	246	0	0
Txnrd2	82.000000	0	246	0	0
Tti2	82.000000	0	246	0	0
Tsc1	82.000000	0	246	0	0
Trmt61a	82.000000	0	246	0	0
Trappc8	82.000000	0	246	0	0
Tra2a	82.000000	0	246	0	0
Topbp1	82.000000	0	246	0	0
Tnrc6b	82.000000	0	246	0	0
Tmem45a	82.000000	0	246	0	0
Tmem135	82.000000	0	246	0	0
Tmem132c	82.000000	0	246	0	0
Tm9sf3	82.000000	0	246	0	0
Tlx2	82.000000	0	246	0	0
Timm17b	82.000000	0	246	0	0
Tctn1	82.000000	0	246	0	0
Tbp	82.000000	0	246	0	0
Tacr1	82.000000	0	246	0	0
Szt2	82.000000	0	246	0	0
Supt6	82.000000	0	246	0	0
Sumo3	82.000000	0	246	0	0
Sub1	82.000000	0	246	0	0
Stx3	82.000000	0	246	0	0
Stard8	82.000000	0	246	0	0
Stard10	82.000000	0	246	0	0
Spaca9	82.000000	0	246	0	0
Sod1	82.000000	0	246	0	0
Snta1	82.000000	0	246	0	0
Snap25	82.000000	0	246	0	0
Smndc1	82.000000	0	246	0	0
Slu7	82.000000	0	246	0	0
Slc51b	82.000000	0	246	0	0
Slc4a5	82.000000	0	246	0	0
Slc41a2	82.000000	0	246	0	0
Sin3b	82.000000	0	246	0	0
Shroom3	82.000000	0	246	0	0
Sgms1	82.000000	0	246	0	0
Setx	82.000000	0	246	0	0
Sdf2	82.000000	0	246	0	0
Sat1	82.000000	0	246	0	0
Sap18b	82.000000	0	246	0	0
Sap18	82.000000	0	246	0	0
S1pr3	82.000000	0	246	0	0
Rubcnl	82.000000	0	246	0	0
Rsph14	82.000000	0	246	0	0
Rrp12	82.000000	0	246	0	0
Rock1	82.000000	0	246	0	0
Rnaset2b	82.000000	0	246	0	0
Rbms1	82.000000	0	246	0	0
Ptger2	82.000000	0	246	0	0
Prss23	82.000000	0	246	0	0
Prpsap1	82.000000	0	246	0	0
Prpf40a	82.000000	0	246	0	0
Pqbp1	82.000000	0	246	0	0
Pou3f4	82.000000	0	246	0	0
Pnma3	82.000000	0	246	0	0
Pik3r5	82.000000	0	246	0	0
Pgpep1l	82.000000	0	246	0	0
Pgam1	82.000000	0	246	0	0
Pelo	82.000000	0	246	0	0
Pcmt1	82.000000	0	246	0	0
Pcdhac1	82.000000	0	246	0	0
Paf1	82.000000	0	246	0	0
P4hb	82.000000	0	246	0	0
P4ha3	82.000000	0	246	0	0
Npy5r	82.000000	0	246	0	0
Nek1	82.000000	0	246	0	0
Naa15	82.000000	0	246	0	0
Mynn	82.000000	0	246	0	0
Myh7	82.000000	0	246	0	0
Mtfmt	82.000000	0	246	0	0
Msl3	82.000000	0	246	0	0
Msh3	82.000000	0	246	0	0
Mlh1	82.000000	0	246	0	0
Mitf	82.000000	0	246	0	0
Mia3	82.000000	0	246	0	0
Mgst1	82.000000	0	246	0	0
Med8	82.000000	0	246	0	0
Med29	82.000000	0	246	0	0
Map9	82.000000	0	246	0	0
Mansc1	82.000000	0	246	0	0
LTO1	82.000000	0	246	0	0
Lrrc1	82.000000	0	246	0	0
Lipg	82.000000	0	246	0	0
Lgi2	82.000000	0	246	0	0
Lbr	82.000000	0	246	0	0
Lats1	82.000000	0	246	0	0
Lancl1	82.000000	0	246	0	0
Lamp5	82.000000	0	246	0	0
Lama1	82.000000	0	246	0	0
Krt20	82.000000	0	246	0	0
Kctd7	82.000000	0	246	0	0
Kcnj16	82.000000	0	246	0	0
Itgb3	82.000000	0	246	0	0
Itga4	82.000000	0	246	0	0
Ip6k1	82.000000	0	246	0	0
Invs	82.000000	0	246	0	0
Igfbp2	82.000000	0	246	0	0
Ifnar1	82.000000	0	246	0	0
Hspa4l	82.000000	0	246	0	0
Hhat	82.000000	0	246	0	0
Haspin	82.000000	0	246	0	0
Gpr4	82.000000	0	246	0	0
Gpm6b	82.000000	0	246	0	0
Gpm6a	82.000000	0	246	0	0
Gpat3	82.000000	0	246	0	0
Gp5	82.000000	0	246	0	0
Gcdh	82.000000	0	246	0	0
Gapdhs	82.000000	0	246	0	0
Galk2	82.000000	0	246	0	0
Fzd4	82.000000	0	246	0	0
Fsd1l	82.000000	0	246	0	0
Fbxw8	82.000000	0	246	0	0
Fam117a	82.000000	0	246	0	0
Erp44	82.000000	0	246	0	0
Erbb3	82.000000	0	246	0	0
Epm2aip1	82.000000	0	246	0	0
Epha6	82.000000	0	246	0	0
Epc2	82.000000	0	246	0	0
Enpp6	82.000000	0	246	0	0
Elk3	82.000000	0	246	0	0
Dync1h1	82.000000	0	246	0	0
Dsc3	82.000000	0	246	0	0
Dock9	82.000000	0	246	0	0
Dnajb3	82.000000	0	246	0	0
Dhfr	82.000000	0	246	0	0
Desi1	82.000000	0	246	0	0
Daam1	82.000000	0	246	0	0
Csnk2a1	82.000000	0	246	0	0
Cops2	82.000000	0	246	0	0
Comt	82.000000	0	246	0	0
Cnrip1	82.000000	0	246	0	0
Cnot6l	82.000000	0	246	0	0
Cnot11	82.000000	0	246	0	0
Clu	82.000000	0	246	0	0
Clec10a	82.000000	0	246	0	0
Cldn11	82.000000	0	246	0	0
Clcn3	82.000000	0	246	0	0
Cdc14a	82.000000	0	246	0	0
Ccn3	82.000000	0	246	0	0
Ccdc105	82.000000	0	246	0	0
Capn5	82.000000	0	246	0	0
Cap2	82.000000	0	246	0	0
